Participant,Occupation,Experience,Task,Question,Answer,Query,Results,Is_Correct
2,PhD Student,5+,1,What bug was created by this commit: d54a0b8ab94d411056bccb194a87fcd19bf86592,"The commit with the hash 'd54a0b8ab94d411056bccb194a87fcd19bf86592' introduced two issues:

Issue titled ""uploadAssetFromUrl hangs indefinitely,"" which can be found at: https://github.com/kontent-ai/management-sdk-js/issues/82

Issue titled ""Add asset codename,"" which can be found at: https://github.com/kontent-ai/management-sdk-js/issues/122","cypher
MATCH (c:Commit {hash: 'd54a0b8ab94d411056bccb194a87fcd19bf86592'})-[:introduced]->(i:Issue)
RETURN i.id AS issueId, i.title AS issueTitle, i.url AS issueUrl","[{""issueId"": 82, ""issueTitle"": ""\""uploadAssetFromUrl hangs indefinitely\"""", ""issueUrl"": ""https://github.com/kontent-ai/management-sdk-js/issues/82""}, {""issueId"": 122, ""issueTitle"": ""\""Add asset codename\"""", ""issueUrl"": ""https://github.com/kontent-ai/management-sdk-js/issues/122""}]",TRUE
2,PhD Student,5+,2,List the buggy commits in March 2023,"Here are the buggy commits introduced in March 2023:

Commit Hash: e99f007cdf8aef3d2a47274fa8bf77e455a1ac9e

Issue Title: ""Add support for move operation for patch of content types and taxonomies""
Issue URL: View Issue
Commit Hash: 04ff3b4ef3362591a068e310880a4de051c8c918

Issue Title: ""External id for options in multiple-options elements""
Issue URL: View Issue
Commit Hash: d765d45e638c03a94e58e87721752c7a26bf9c6f

Issue Title: ""Add method to managementClient to retrieve asset using codename""
Issue URL: View Issue
Commit Hash: eb8a53cd419b265fe74f89ec77f37b39dea76773

Issue Title: ""Update workflow response model""
Issue URL: View Issue","cypher
MATCH (c:Commit)-[:introduced]->(i:Issue)
WHERE c.committedDate =~ '2023-03-.*'
RETURN c.hash AS commitHash, i.title AS issueTitle, i.url AS issueUrl","[{""commitHash"": ""e99f007cdf8aef3d2a47274fa8bf77e455a1ac9e"", ""issueTitle"": ""\""Add support for move operation for patch of content types and taxonomies\"""", ""issueUrl"": ""https://github.com/kontent-ai/management-sdk-js/issues/146""}, {""commitHash"": ""04ff3b4ef3362591a068e310880a4de051c8c918"", ""issueTitle"": ""\""External id for options in multiple-options elements\"""", ""issueUrl"": ""https://github.com/kontent-ai/management-sdk-js/issues/117""}, {""commitHash"": ""d765d45e638c03a94e58e87721752c7a26bf9c6f"", ""issueTitle"": ""\""Add method to managementClient to retrieve asset using codename \"""", ""issueUrl"": ""https://github.com/kontent-ai/management-sdk-js/issues/124""}, {""commitHash"": ""eb8a53cd419b265fe74f89ec77f37b39dea76773"", ""issueTitle"": ""\""Update workflow response model\"""", ""issueUrl"": ""https://github.com/kontent-ai/management-sdk-js/issues/116""}]",TRUE
2,PhD Student,5+,3,What files are most affected by bugs,"The files most affected by bugs are:

management-client.class.ts with 11 bugs.
imanagement-client.interface.ts with 9 bugs.
content-management-query-service.class.ts with 5 bugs.
content-type-element.models.ts with 5 bugs.
content-type-elements.builder.ts with 3 bugs.
modify-content-type.spec.ts with 3 bugs.
identifiers.ts with 3 bugs.
project-mapper.ts with 3 bugs.
add-content-type.spec.ts with 3 bugs.
management-query-service.class.ts with 3 bugs.","cypher
MATCH (i:Issue)-[:impacted]->(f:File)
RETURN f.name AS file, COUNT(i) AS bug_count
ORDER BY bug_count DESC
LIMIT 10","[{""file"": ""management-client.class.ts"", ""bug_count"": 11}, {""file"": ""imanagement-client.interface.ts"", ""bug_count"": 9}, {""file"": ""content-management-query-service.class.ts"", ""bug_count"": 5}, {""file"": ""content-type-element.models.ts"", ""bug_count"": 5}, {""file"": ""content-type-elements.builder.ts"", ""bug_count"": 3}, {""file"": ""modify-content-type.spec.ts"", ""bug_count"": 3}, {""file"": ""identifiers.ts"", ""bug_count"": 3}, {""file"": ""project-mapper.ts"", ""bug_count"": 3}, {""file"": ""add-content-type.spec.ts"", ""bug_count"": 3}, {""file"": ""management-query-service.class.ts"", ""bug_count"": 3}]",TRUE
2,PhD Student,5+,4,What commit fixed issue 85?,"The commit that fixed issue 85 has the ID ""59acd6dfa2af35165f40a52af1267edadf1dfbea"" and the commit message is ""feat: adds support for h5 & h6 in rich text elements (fixes https://github.com/kontent-ai/management-sdk-js/issues/85)"".","cypher
MATCH (c:Commit)-[:fixed]->(i:Issue {number: 85})
RETURN c.id AS commit_id, c.message AS commit_message","[{""commit_id"": ""59acd6dfa2af35165f40a52af1267edadf1dfbea"", ""commit_message"": ""\""feat: adds support for h5 & h6 in rich text elements (fixes https://github.com/kontent-ai/management-sdk-js/issues/85)\""""}]",TRUE
2,PhD Student,5+,5,Which commits fixed a bug but also introduced new bugs?,"The following commits fixed a bug but also introduced new bugs:

Commit ID 01f7c8225ac318b41a6d40b9acc98bb6733f34e9 with the message ""feat: adds types support for content type elements (fixes https://github.com/Kentico/kontent-management-sdk-js/issues/46)"" fixed 1 issue and introduced 3 new issues.

Commit ID d54a0b8ab94d411056bccb194a87fcd19bf86592 with the message ""feat: adds support for uploading assets & binary files from url (fixes https://github.com/Kentico/kontent-management-sdk-js/issues/18), adds automatic mime type detection support"" fixed 1 issue and introduced 2 new issues.

Commit ID ed06430098b0b9e4ffc6b9799ce22f33eb1bed04 with the message ""feat: Adds support for new validation endpoints (fixes https://github.com/kontent-ai/management-sdk-js/issues/81)"" fixed 1 issue and introduced 2 new issues.","cypher
MATCH (c:Commit)-[:fixed]->(fixedIssue:Issue), (c)-[:introduced]->(introducedIssue:Issue)
RETURN c.id AS commitId, c.message AS commitMessage, COUNT(DISTINCT fixedIssue) AS fixedIssues, COUNT(DISTINCT introducedIssue) AS introducedIssues
ORDER BY commitId","[{""commitId"": ""01f7c8225ac318b41a6d40b9acc98bb6733f34e9"", ""commitMessage"": ""\""feat: adds types support for content type elements (fixes https://github.com/Kentico/kontent-management-sdk-js/issues/46)\"""", ""fixedIssues"": 1, ""introducedIssues"": 3}, {""commitId"": ""022e2679864fcce6dde36f2da34a48f98198196f"", ""commitMessage"": ""\""feat: adds missing type properties to content item contract (fixes https://github.com/Kentico/kontent-management-sdk-js/issues/12)\"""", ""fixedIssues"": 1, ""introducedIssues"": 1}, {""commitId"": ""29319246bde19dc841e49f343b8e2c31bbf88e86"", ""commitMessage"": ""\""feat: Implements new workflow endpoints (https://github.com/Kentico/kontent-management-sdk-js/issues/74)\"""", ""fixedIssues"": 1, ""introducedIssues"": 1}, {""commitId"": ""9e22f6e4167bbe75199f1e7228d79c70ff98bc6c"", ""commitMessage"": ""\""feat: adds support for asset rendition endpoints (fixes https://github.com/Kentico/kontent-management-sdk-js/issues/68)\"""", ""fixedIssues"": 1, ""introducedIssues"": 1}, {""commitId"": ""d54a0b8ab94d411056bccb194a87fcd19bf86592"", ""commitMessage"": ""\""feat: adds support for uploading assets & binary files from url (fixes https://github.com/Kentico/kontent-management-sdk-js/issues/18), adds automatic mime type detection support\"""", ""fixedIssues"": 1, ""introducedIssues"": 2}, {""commitId"": ""d765d45e638c03a94e58e87721752c7a26bf9c6f"", ""commitMessage"": ""\""feat: Add spaces support (#105)\"""", ""fixedIssues"": 1, ""introducedIssues"": 1}, {""commitId"": ""d8f3f21419050a7335d2fd4e812ac02d7c13a24f"", ""commitMessage"": ""\""feat: adds support for taxonomy elements (fixes https://github.com/Kentico/kontent-management-sdk-js/issues/71)\"""", ""fixedIssues"": 1, ""introducedIssues"": 1}, {""commitId"": ""ed06430098b0b9e4ffc6b9799ce22f33eb1bed04"", ""commitMessage"": ""\""feat: Adds support for new validation endpoints (fixes https://github.com/kontent-ai/management-sdk-js/issues/81)\"""", ""fixedIssues"": 1, ""introducedIssues"": 2}]",TRUE
2,PhD Student,5+,6,How many commits were created in August 2024?,There were 15 commits created in August 2024.,"cypher
MATCH (c:Commit)
WHERE c.committedDate >= ""2024-08-01T00:00:00Z"" AND c.committedDate <= ""2024-08-31T23:59:59Z""
RETURN COUNT(c) AS numberOfCommits","[{""numberOfCommits"": 15}]",TRUE
2,PhD Student,5+,7,Which devs fixed bugs related to this file imanagement-client.interface.ts?,"The developers who fixed bugs related to the file ""imanagement-client.interface.ts"" are Richard Sustek, who fixed 6 bugs, Enngage, who fixed 5 bugs, and Nick Margaritondo, who fixed 1 bug.","cypher
MATCH (u:User)-[:author]->(c:Commit)-[:changed]->(f:File {name: 'imanagement-client.interface.ts'})
MATCH (c)-[:fixed]->(i:Issue)
RETURN u.name AS developer, COUNT(DISTINCT c) AS bug_fixes
ORDER BY bug_fixes DESC","[{""developer"": ""Richard Sustek"", ""bug_fixes"": 6}, {""developer"": ""Enngage"", ""bug_fixes"": 5}, {""developer"": ""Nick Margaritondo"", ""bug_fixes"": 1}]",TRUE
2,PhD Student,5+,8,Identify the developer(s) with the highest number of unresolved bugs.,I don't know. Can I help with anything else?,"cypher
MATCH (u:User)-[:creates]->(i:Issue)
WHERE i.state <> 'closed'
RETURN u.login AS developer, COUNT(i) AS unresolved_bugs
ORDER BY unresolved_bugs DESC
LIMIT 1",[],FALSE
2,PhD Student,5+,9,What changes happened in this file project-mapper.ts?,"The file project-mapper.ts has undergone several changes over time. Here are some of the notable changes:

Commit Hash: e99f007cdf8aef3d2a47274fa8bf77e455a1ac9e

Message: ""feat!: Renames all project related properties & types & queries to reflect new environment naming conventions, also removes deprecated validateProject query""
Author: Richard Sustek
Date: 2023-03-24
Commit Hash: 5e02276397191fcc43645977eb09a6ea01bf33e1

Message: ""fix: Fixes mapping of type & variant issue types in new validation endpoint""
Author: Richard Sustek
Date: 2022-10-03
Commit Hash: ed06430098b0b9e4ffc6b9799ce22f33eb1bed04

Message: ""feat: Adds support for new validation endpoints""
Author: Richard Sustek
Date: 2022-08-08
Commit Hash: c6b8fd07460f4d3ad1c62397d5cd8ed46dca18c3

Message: ""rebranding""
Author: Richard Sustek
Date: 2022-07-14
Commit Hash: 3b49ccf5b3dea4ec0c6b8299e7d99bc2904ca4ff

Message: ""feat: adds environment to project information""
Author: Enngage
Date: 2021-07-30
Commit Hash: 01b0d713911a8c784c927c1fb30a3ddf02b9310e

Message: ""feat!: refactors library await from rjx (removes all observable related features), adds support for cancelling request via cancel tokens""
Author: Enngage
Date: 2021-05-26
Commit Hash: c01804fa694e0be83b80a233edb78cd09f6c5f36

Message: ""feat: exposes more mapping methods (e.g. mapping contentType instead of whole response)""
Author: Enngage
Date: 2020-01-06
Commit Hash: 234f175865ea3dcf0e4852c91cbec19e1f2119e1

Message: ""feat: adds support for project information endpoint""
Author: Enngage
Date: 2019-12-16
These commits reflect a variety of updates, including feature additions, fixes, and rebranding efforts.","cypher
MATCH (f:File {name: 'project-mapper.ts'})<-[:changed]-(c:Commit)<-[:author]-(u:User)
RETURN c.hash AS commitHash, c.message AS commitMessage, u.name AS author, c.committedDate AS date, 
 c.changed AS changeDetails
ORDER BY c.committedDate DESC","[{""commitHash"": ""e99f007cdf8aef3d2a47274fa8bf77e455a1ac9e"", ""commitMessage"": ""\""feat!: Renames all project related properties & types & queries to reflect new environment naming conventions, also removes deprecated validateProject query\"""", ""author"": ""Richard Sustek"", ""date"": ""2023-03-24T08:39:41+01:00"", ""changeDetails"": null}, {""commitHash"": ""5e02276397191fcc43645977eb09a6ea01bf33e1"", ""commitMessage"": ""\""fix: Fixes mapping of type & variant issue types in new validation endpoint (fixes https://github.com/kontent-ai/management-sdk-js/issues/87)\"""", ""author"": ""Richard Sustek"", ""date"": ""2022-10-03T12:26:07+02:00"", ""changeDetails"": null}, {""commitHash"": ""ed06430098b0b9e4ffc6b9799ce22f33eb1bed04"", ""commitMessage"": ""\""feat: Adds support for new validation endpoints (fixes https://github.com/kontent-ai/management-sdk-js/issues/81)\"""", ""author"": ""Richard Sustek"", ""date"": ""2022-08-08T10:44:45+02:00"", ""changeDetails"": null}, {""commitHash"": ""c6b8fd07460f4d3ad1c62397d5cd8ed46dca18c3"", ""commitMessage"": ""\""rebranding\"""", ""author"": ""Richard Sustek"", ""date"": ""2022-07-14T15:07:10+02:00"", ""changeDetails"": null}, {""commitHash"": ""3b49ccf5b3dea4ec0c6b8299e7d99bc2904ca4ff"", ""commitMessage"": ""\""feat: adds environment to project information (fixes https://github.com/Kentico/kontent-management-sdk-js/issues/49)\"""", ""author"": ""Enngage"", ""date"": ""2021-07-30T08:56:32+02:00"", ""changeDetails"": null}, {""commitHash"": ""01b0d713911a8c784c927c1fb30a3ddf02b9310e"", ""commitMessage"": ""\""feat!: refactors library await from rjx (removes all observable related features), adds support for cancelling request via cancel tokens\"""", ""author"": ""Enngage"", ""date"": ""2021-05-26T14:26:03+02:00"", ""changeDetails"": null}, {""commitHash"": ""c01804fa694e0be83b80a233edb78cd09f6c5f36"", ""commitMessage"": ""\""feat: exposes more mapping methods (e.g. mapping contentType instead of whole response)\"""", ""author"": ""Enngage"", ""date"": ""2020-01-06T14:52:44+01:00"", ""changeDetails"": null}, {""commitHash"": ""234f175865ea3dcf0e4852c91cbec19e1f2119e1"", ""commitMessage"": ""\""feat: adds support for project information endpoint\"""", ""author"": ""Enngage"", ""date"": ""2019-12-16T14:53:40+01:00"", ""changeDetails"": null}]",TRUE
2,PhD Student,5+,10,Commit info on 3 Oct 2024,"On October 3, 2024, the following commits were made:

Commit ID: 516b70b998e4f0ca388a300651aa10c8d2f312ea

Message: ""Update sdk-info.generated.ts""
Date: 2024-10-03T11:27:04+02:00
Commit ID: 15bbde777f0625048bf34352fbfe6a260d275d6e

Message: ""chore(release): 7.4.0""
Date: 2024-10-03T11:26:57+02:00
Commit ID: bd1b082368d5987a56e12cff6e57488fc4b83bf6

Message: ""feat: adds display_timezone to ContentItemElement class. Fixes mapping of components in element""
Date: 2024-10-03T11:26:39+02:00","cypher
MATCH (c:Commit)
WHERE c.committedDate =~ '2024-10-03.*'
RETURN c.id AS commitId, c.message AS message, c.committedDate AS date","[{""commitId"": ""516b70b998e4f0ca388a300651aa10c8d2f312ea"", ""message"": ""\""Update sdk-info.generated.ts\"""", ""date"": ""2024-10-03T11:27:04+02:00""}, {""commitId"": ""15bbde777f0625048bf34352fbfe6a260d275d6e"", ""message"": ""\""chore(release): 7.4.0\"""", ""date"": ""2024-10-03T11:26:57+02:00""}, {""commitId"": ""bd1b082368d5987a56e12cff6e57488fc4b83bf6"", ""message"": ""\""feat: adds display_timezone to ContentItemElement class. Fixes mapping of components in element\"""", ""date"": ""2024-10-03T11:26:39+02:00""}]",TRUE
3,Master Student,5+,1,what bug does commit d54a0b8ab94d411056bccb194a87fcd19bf86592 introduce?,"The commit with the hash d54a0b8ab94d411056bccb194a87fcd19bf86592 introduces the following issues:

Issue Number: 82

Title: ""uploadAssetFromUrl hangs indefinitely""
URL: https://github.com/kontent-ai/management-sdk-js/issues/82
Issue Number: 122

Title: ""Add asset codename""
URL: https://github.com/kontent-ai/management-sdk-js/issues/122",,[],TRUE
3,Master Student,5+,2,can you give me a list of bugs in the first half of August 2022?,"Here is a list of issues introduced in the first half of August 2022:

Issue Number: 81

Title: ""Add support for the new async project validation endpoints""
URL: https://github.com/kontent-ai/management-sdk-js/issues/81
Issue Number: 87

Title: ""Failing mapping for type issues with listProjectValidationIssues()""
URL: https://github.com/kontent-ai/management-sdk-js/issues/87
Issue Number: 96

Title: ""Add support for limiting Workflows to Collections""
URL: https://github.com/kontent-ai/management-sdk-js/issues/96","cypher
MATCH (c:Commit)-[:introduced]->(i:Issue)
WHERE c.committedDate >= ""2022-08-01T00:00:00Z"" AND c.committedDate <= ""2022-08-15T23:59:59Z""
RETURN i.number AS issueNumber, i.title AS issueTitle, i.url AS issueURL
ORDER BY i.number","[{""issueNumber"": 81, ""issueTitle"": ""\""Add support for the new async project validation endpoints\"""", ""issueURL"": ""https://github.com/kontent-ai/management-sdk-js/issues/81""}, {""issueNumber"": 87, ""issueTitle"": ""\""Failing mapping for type issues with listProjectValidationIssues()\"""", ""issueURL"": ""https://github.com/kontent-ai/management-sdk-js/issues/87""}, {""issueNumber"": 96, ""issueTitle"": ""\""Add support for limiting Workflows to Collections\"""", ""issueURL"": ""https://github.com/kontent-ai/management-sdk-js/issues/96""}]",TRUE
3,Master Student,5+,3,give me a list of the top 3 most buggy files,"The top 3 most buggy files are:
1. management-client.class.ts with 11 issues
2. imanagement-client.interface.ts with 9 issues
3. content-management-query-service.class.ts with 5 issues","cypher
MATCH (i:Issue)-[:impacted]->(f:File)
RETURN f.name AS file, COUNT(i) AS issue_count
ORDER BY issue_count DESC
LIMIT 3","[{""file"": ""management-client.class.ts"", ""issue_count"": 11}, {""file"": ""imanagement-client.interface.ts"", ""issue_count"": 9}, {""file"": ""content-management-query-service.class.ts"", ""issue_count"": 5}]",TRUE
3,Master Student,5+,4,which commit solved bug 71 ?,"The commit that solved bug 71 is identified by the commit ID ""d8f3f21419050a7335d2fd4e812ac02d7c13a24f"" with the message: ""feat: adds support for taxonomy elements (fixes https://github.com/Kentico/kontent-management-sdk-js/issues/71)"".","cypher
MATCH (c:Commit)-[:fixed]->(i:Issue {number: 71})
RETURN c.id AS commit_id, c.message AS commit_message","[{""commit_id"": ""d8f3f21419050a7335d2fd4e812ac02d7c13a24f"", ""commit_message"": ""\""feat: adds support for taxonomy elements (fixes https://github.com/Kentico/kontent-management-sdk-js/issues/71)\""""}]",TRUE
3,Master Student,5+,5,"can you check which commit introduced solved a bug, but also introduced a new bug?","Certainly! Here are the commits that fixed a bug but also introduced a new bug:

Commit ID: d765d45e638c03a94e58e87721752c7a26bf9c6f fixed issue number 96 and introduced issue number 124.
Commit ID: ed06430098b0b9e4ffc6b9799ce22f33eb1bed04 fixed issue number 81 and introduced issue numbers 87 and 96.
Commit ID: 29319246bde19dc841e49f343b8e2c31bbf88e86 fixed issue number 74 and introduced issue number 78.
Commit ID: d8f3f21419050a7335d2fd4e812ac02d7c13a24f fixed issue number 71 and introduced issue number 74.
Commit ID: 9e22f6e4167bbe75199f1e7228d79c70ff98bc6c fixed issue number 68 and introduced issue number 71.
Commit ID: 01f7c8225ac318b41a6d40b9acc98bb6733f34e9 fixed issue number 46 and introduced issue numbers 48, 83, and 118.
Commit ID: d54a0b8ab94d411056bccb194a87fcd19bf86592 fixed issue number 18 and introduced issue numbers 82 and 122.
Commit ID: 022e2679864fcce6dde36f2da34a48f98198196f fixed issue number 12 and introduced issue number 26.
Each of these commits addressed an issue while also leading to the creation of new issues.","cypher
MATCH (c:Commit)-[:fixed]->(fixedIssue:Issue), (c)-[:introduced]->(introducedIssue:Issue)
RETURN c.id AS commitId, 
 COLLECT(DISTINCT fixedIssue.number) AS fixedIssues, 
 COLLECT(DISTINCT introducedIssue.number) AS introducedIssues","[{""commitId"": ""d765d45e638c03a94e58e87721752c7a26bf9c6f"", ""fixedIssues"": [96], ""introducedIssues"": [124]}, {""commitId"": ""ed06430098b0b9e4ffc6b9799ce22f33eb1bed04"", ""fixedIssues"": [81], ""introducedIssues"": [87, 96]}, {""commitId"": ""29319246bde19dc841e49f343b8e2c31bbf88e86"", ""fixedIssues"": [74], ""introducedIssues"": [78]}, {""commitId"": ""d8f3f21419050a7335d2fd4e812ac02d7c13a24f"", ""fixedIssues"": [71], ""introducedIssues"": [74]}, {""commitId"": ""9e22f6e4167bbe75199f1e7228d79c70ff98bc6c"", ""fixedIssues"": [68], ""introducedIssues"": [71]}, {""commitId"": ""01f7c8225ac318b41a6d40b9acc98bb6733f34e9"", ""fixedIssues"": [46], ""introducedIssues"": [48, 83, 118]}, {""commitId"": ""d54a0b8ab94d411056bccb194a87fcd19bf86592"", ""fixedIssues"": [18], ""introducedIssues"": [82, 122]}, {""commitId"": ""022e2679864fcce6dde36f2da34a48f98198196f"", ""fixedIssues"": [12], ""introducedIssues"": [26]}]",TRUE
3,Master Student,5+,6,how many commits where introduced in october 2024?,"In October 2024, there were 10 commits introduced. Can I help with anything else?","cypher
MATCH (c:Commit)
WHERE c.committedDate =~ '2024-10-.*'
RETURN COUNT(c) AS numberOfCommits","[{""numberOfCommits"": 10}]",TRUE
3,Master Student,5+,7,which devs have more experience solving bugs for file imanagement-client.interface.ts?,"The developers with the most experience solving bugs for the file imanagement-client.interface.ts are Richard Sustek, with 6 bug fixes, and Enngage, with 3 bug fixes.","cypher
MATCH (u:User)-[:author]->(c:Commit)-[:fixed]->(i:Issue)-[:impacted]->(f:File {name: 'imanagement-client.interface.ts'})
RETURN u.name AS developer, COUNT(i) AS bug_fixes
ORDER BY bug_fixes DESC","[{""developer"": ""Richard Sustek"", ""bug_fixes"": 6}, {""developer"": ""Enngage"", ""bug_fixes"": 3}]",TRUE
3,Master Student,5+,8,tell me who has the highest number of unresolved bugs,"I don't know who has the highest number of unresolved bugs, can I help with anything else?","cypher
MATCH (u:User)-[:creates]->(i:Issue {state: 'open'})
RETURN u.login AS user, COUNT(i) AS unresolved_bugs
ORDER BY unresolved_bugs DESC
LIMIT 1",[],FALSE
3,Master Student,5+,9,how many lines of code have changed last month in file project-mapper.ts?,No lines of code were changed last month in the file project-mapper.ts. Can I help with anything else?,"cypher
MATCH (f:File {name: 'project-mapper.ts'})<-[:changed]-(c:Commit)
WHERE c.committedDate =~ '2024-10-.*'
RETURN SUM(c.additions + c.deletions) AS totalLinesChanged","[{""totalLinesChanged"": 0}]",TRUE
3,Master Student,5+,10,which commits were created in january 29th 2024?,"On January 29th, 2024, the following commits were created:

Commit ID: a805c57ffe91153d9d7b2fe5c746dd5a53c41a09 with the message: ""release"" at 12:58:36+01:00.
Commit ID: a31bbe65412c0faa3cbc45be00009db0e56bf8e4 with the message: ""chore(release): 5.8.2"" at 12:57:09+01:00.
Commit ID: d0ac2298db0ffba36b6b90cec38aceedde3a3963 with the message: ""fix: Adds components to element models"" at 12:56:51+01:00.
Commit ID: 243999e7d745bac912270a991bbe7f219f417aa1 with the message: ""release"" at 12:07:29+01:00.
Commit ID: 8bf1a5c1b67208b948bd458bc9c0a264a53bdcea with the message: ""chore(release): 5.8.1"" at 12:07:23+01:00.
Commit ID: 5d4868ebc149c1978e76134bada24ec8634183fb with the message: ""fix: Fixes missing listQueryConfig when using toAllPromise"" at 12:06:58+01:00.
Commit ID: dc65a8f71e13e74fb11b846174d95e7a7422dc23 with the message: ""Uses singular naming for webhook types"" at 12:03:15+01:00.
Commit ID: 3afcb453cd1bdfd567b2019a223bf4f6b7691cdd with the message: ""Uses stricter interface for identifiers"" at 12:02:12+01:00.
Commit ID: 1cf2e4cb3567d862c8862f9d854156185d5e28f2 with the message: ""fix: Updates webhook contract models (actions) (#134)"" at 04:59:12-06:00.","cypher
MATCH (c:Commit)
WHERE c.committedDate =~ '2024-01-29T.*'
RETURN c.id AS commitId, c.message AS commitMessage, c.committedDate AS date","[{""commitId"": ""a805c57ffe91153d9d7b2fe5c746dd5a53c41a09"", ""commitMessage"": ""\""release\"""", ""date"": ""2024-01-29T12:58:36+01:00""}, {""commitId"": ""a31bbe65412c0faa3cbc45be00009db0e56bf8e4"", ""commitMessage"": ""\""chore(release): 5.8.2\"""", ""date"": ""2024-01-29T12:57:09+01:00""}, {""commitId"": ""d0ac2298db0ffba36b6b90cec38aceedde3a3963"", ""commitMessage"": ""\""fix: Adds components to element models\"""", ""date"": ""2024-01-29T12:56:51+01:00""}, {""commitId"": ""243999e7d745bac912270a991bbe7f219f417aa1"", ""commitMessage"": ""\""release\"""", ""date"": ""2024-01-29T12:07:29+01:00""}, {""commitId"": ""8bf1a5c1b67208b948bd458bc9c0a264a53bdcea"", ""commitMessage"": ""\""chore(release): 5.8.1\"""", ""date"": ""2024-01-29T12:07:23+01:00""}, {""commitId"": ""5d4868ebc149c1978e76134bada24ec8634183fb"", ""commitMessage"": ""\""fix: Fixes missing listQueryConfig when using toAllPromise\"""", ""date"": ""2024-01-29T12:06:58+01:00""}, {""commitId"": ""dc65a8f71e13e74fb11b846174d95e7a7422dc23"", ""commitMessage"": ""\""Uses singular naming for webhook types\"""", ""date"": ""2024-01-29T12:03:15+01:00""}, {""commitId"": ""3afcb453cd1bdfd567b2019a223bf4f6b7691cdd"", ""commitMessage"": ""\""Uses stricter interface for identifiers\"""", ""date"": ""2024-01-29T12:02:12+01:00""}, {""commitId"": ""1cf2e4cb3567d862c8862f9d854156185d5e28f2"", ""commitMessage"": ""\""fix: Updates webhook contract models (actions) (#134)\"""", ""date"": ""2024-01-29T04:59:12-06:00""}]",TRUE
